what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347907132890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347907135140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347907436484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347907437921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347907444984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347907476734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347907477921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347907487671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347907507203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347907509937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347907538968
